rank_within_language,language,channel,channel_url,title,video_url,date,views,subs,duration_seconds,format,seriality,fit,ratio,view_ratio_score,data_completeness,hook,conflict,twist,ending,neighbor,quality,sources
29,ru,"Алмаз Сюбуков (@AlmazSubukov), URL канала: https://www.youtube.com/@AlmazSubukov",https://www.youtube.com/@AlmazSubukov,#батёк #ужас #аномалии #shorts,https://www.youtube.com/shorts/JElTHuKcC7c,2026-03-21,23000,,,Shorts,да — повторяющийся формат с персонажем/лейтмотивом «батёк» и сюжетами про ужас/аномалии,да,,,6,не найдено — ролик недоступен для воспроизведения на публичной странице в момент проверки,не найдено — ролик недоступен для воспроизведения,не найдено — ролик недоступен для воспроизведения,не найдено — ролик недоступен для воспроизведения,https://www.youtube.com/shorts/rmgXjD69V04,"среднее — заголовок, канал, тип, текущие отображаемые просмотры и серийный формат подтверждены открытыми страницами YouTube, но исходный ролик помечен как недоступный, поэтому длительность и сюжетные элементы не верифицируются, а дата взята из открытого поискового индексирования YouTube.",https://www.youtube.com/shorts/JElTHuKcC7c\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/shorts/JElTHuKcC7c&format=json\nhttps://www.youtube.com/@AlmazSubukov/shorts\nhttps://www.youtube.com/shorts/rmgXjD69V04
30,ru,слайм 2004 (URL канала: https://www.youtube.com/@Time....),https://www.youtube.com/@Time....),что ты выберешь 2 #shorts,https://www.youtube.com/watch?v=N6rbNNiWKeM,2024-05-02,153,,42,Shorts,"часть 2 в названии, повторяемый формат «что ты выберешь» с красно-синим визуальным шаблоном",да,,,6,"статичный красно-синий экран и ласковое обращение закадрового голоса к зрителю («Привет, мой любимый самый хороший пупсик...»)","зрителю предлагают выбрать между двумя абсурдными вариантами — 11 енотов, моющих посуду и живущих с ним в кровати, или мылонадуватель с полётом на Эйфелеву башню; затем кондиционер, превращающий комнату в Антарктиду за 19,5 секунды, или пачка мужских трусов Chanel","классического сюжетного поворота нет, но перед вторым выбором диктор заявляет, что от выбора зависит жизнь","диктор завершает игру фразой «И, ну, ура, ты выбрал», после чего ролик обрывается на кадре с кондиционером и трусами",не найдено,"среднее — заголовок, канал, дату, просмотры, длительность и содержание удалось сопоставить по публичным YouTube-метаданным и анализу ролика, но число подписчиков и URL соседнего эпизода публично не найдены.",https://www.youtube.com/watch?v=N6rbNNiWKeM\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=N6rbNNiWKeM&format=json\nhttps://www.google.com/search?q=%22N6rbNNiWKeM%22\nhttps://i.ytimg.com/vi/N6rbNNiWKeM/hqdefault.jpg
31,ru,"ТАВЕН КАВЕЙ (@TABEH_KAVEY_OFFICIAL67), URL канала: https://www.youtube.com/@TABEH_KAVEY_OFFICIAL67/shorts",https://www.youtube.com/@TABEH_KAVEY_OFFICIAL67/shorts,15 февраля 2026 г.,https://www.youtube.com/shorts/swjoc9Uwrb8,2026-02-15,,253,,Shorts,"в интерфейсе страницы ролика указан связанный заголовок «Глупый Парень, 10 Серия (Мем Майнкрафт Анимация) · @zzlatik»; серийность подтверждается независимой страницей «Глупый Парень 10 серия» и наличием соседних 9-й и 11-й серий, но принадлежность этого конкретного видео к оригинальной серии не полностью однозначна из-за недоступности ролика",да,,,6,"в первые 1–3 секунды показывается открытие наград в мобильной игре с меняющимися обозначениями редкости, поверх — статичный стикер с персонажем","случайное выпадение наград разной редкости в игровом интерфейсе; в аудиодорожке — пожар, запертый на крыше кот и риск спасателя задохнуться в дыму",спасённый кот начинает говорить человеческим голосом и оказывается волшебным котом Мурлаем,"волшебный кот обещает исполнить три желания, а визуальный ряд заканчивается игровым экраном с начислением очков персонажу ДЖИН",https://www.youtube.com/shorts/whMBiCl3i0E,"среднее — заголовок страницы, дата, канал, подписчики, тип Shorts и сюжет подтверждены открытой страницей/анализом, но YouTube показывает Video unavailable и поэтому просмотры и длительность конкретного ID публично не подтверждены.",https://www.youtube.com/shorts/swjoc9Uwrb8\nhttps://www.youtube.com/@TABEH_KAVEY_OFFICIAL67/shorts\nhttps://www.youtube.com/shorts/whMBiCl3i0E\nhttps://www.youtube.com/shorts/cS4AlzHP7uc\nhttps://krutoi-papa.fandom.com/ru/wiki/%D0%93%D0%BB%D1%83%D0%BF%D1%8B%D0%B9_%D0%9F%D0%B0%D1%80%D0%B5%D0%BD%D1%8C_10_%D1%81%D0%B5%D1%80%D0%B8%D1%8F\nhttps://socialcounts.org/youtube-video-live-view-count/n5rC7rKwWsg
32,ru,ТВ3 - сериалы и шоу (https://www.youtube.com/@tv3_international),не найдено,ГОРОДСКИЕ ЛЕГЕНДЫ: 1 сезон | 18 серия @tv3_international,https://www.youtube.com/watch?v=Dv2AVqDhd9o,2024-09-21,,200000,,другое,"да — выпуск с явной маркировкой «1 сезон | 18 серия», повторяющийся бренд «Городские легенды», единая заставка/логотип и формат передачи",да,,,6,"в первые 1–3 секунды показано стилизованное массивное существо, похожее на йети, у водоёма на фоне северного сияния; звучит тревожная мистическая музыка","мистическое и потенциально опасное воздействие картин и художников на судьбы, здоровье и жизнь людей, противопоставленное реальному миру","повествование переходит от легенд о проклятых картинах, безумии и смерти к идее, что искусство и икона могут исцелять и защищать","диктор формулирует вывод о светлой и благотворной энергетике Третьяковской галереи, затем показаны хроника обороны Москвы, современные виды Москвы и финальные титры",https://www.youtube.com/watch?v=L8xOcDjZV0o,"среднее — заголовок, канал, URL канала, дата, подписчики, язык, серийность и сюжет подтверждены прямой страницей/каналом и анализом самого ролика, но YouTube в текущем публичном просмотре показывал просмотры только округлённо («2K»), а точная длительность не была доступна.",https://www.youtube.com/watch?v=Dv2AVqDhd9o\nhttps://www.youtube.com/@tv3_international\nhttps://www.youtube.com/watch?v=L8xOcDjZV0o\nhttps://www.youtube.com/watch?v=hMXQohoneDo
33,ru,"ПРИКОЛЫ 13й ШКОЛЫ (@schooljokes), URL канала: https://www.youtube.com/channel/UCrhfAcq-nNm_fUom6XU9heg",https://www.youtube.com/channel/UCrhfAcq-nNm_fUom6XU9heg,"КТО НАША МАТЬ?! 🤯 Шок у доски, слезы Кукушкиной и секретная таблетка «Приколы 13-й школы»(301 серия)",https://www.youtube.com/watch?v=E691Clj3uF0,не найдено,,8350,349,другое,"да — ролик прямо обозначен как 301-я серия; канал описывает проект как приключения детей в школе №13, в ролике есть ведущие-повторяющиеся персонажи, общая заставка и фраза о съёмке сериала",да,,,6,"в первые 1–3 секунды мальчик в очках с галстуком-бабочкой и девочка в белой блузке сидят за партой, смотрят в камеру и начинают обращение к зрителю","три самостоятельных школьных юмористических скетча — спор о выражении «лень-матушка», жалобы подростков на школьный стресс и плач девочки, забывшей название лекарства","в первом скетче ученик переносит логику «Родина/природа — мать» на «лень-матушку»; во втором антистрессовый шарик бросают в того, кто создаёт стресс; в третьем девочка после слов о «коротком и простом» названии без запинки произносит длинный выдуманный химический термин","ведущие возвращаются к той же парте, говорят, что снимают сериал для поднятия настроения, машут зрителям; затем показывается графическая заставка проекта",https://www.youtube.com/watch?v=j8GREAGOlIg,"среднее — заголовок, канал, URL канала, язык, длительность, подписчики, серийность, соседний эпизод и сюжет проверены по открытой странице/метаданным и анализу самого ролика, но дата публикации и текущие просмотры на срез 21.08.2026 публично надёжно не извлеклись из-за CAPTCHA и потому не подставлены.",https://www.youtube.com/watch?v=E691Clj3uF0\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=E691Clj3uF0&format=json\nhttps://www.youtube.com/channel/UCrhfAcq-nNm_fUom6XU9heg/about\nhttps://www.youtube.com/watch?v=j8GREAGOlIg\nhttps://www.youtube.com/@schooljokes
34,ru,XCVmind (URL канала: https://www.youtube.com/@XCVmind),https://www.youtube.com/@XCVmind),"АНОМАЛИЯ, 1 сезон, 2 серия: Побег",https://www.youtube.com/watch?v=RNb_bR1yaaU,2026-05-11,,53100,,другое,"1 сезон, 2 серия; повторяющиеся персонажи и сюжетная линия Алисы подтверждены описанием и наличием соседних эпизодов",да,,,6,"на экране появляется указатель «АНОМАЛИЯ 2 серия», девушка за рулём со страхом смотрит на гигантский парящий куб с красными молниями в небе","Алиса пытается выбраться из разрушающегося Новосибирска на старой Ниве, спастись от Аномалии, чудовищ и людей и дозвониться отцу","трое мужчин блокируют машину, после чего многорукий монстр убивает их; затем Алиса слышит по радио, что военные отступают и начинают авиаудары, то есть безопасной зоны впереди нет","на заснеженной дороге перед машиной из тумана вырастает колоссальный многоногий монстр, ролик обрывается",https://www.youtube.com/watch?v=qntgZzuPCOI,"среднее — заголовок, канал, дата, подписчики, серийность и сюжет подтверждены прямой страницей/профилем и открытыми копиями, но YouTube из-за verification dialog не раскрыл точные текущие просмотры и длительность.",https://www.youtube.com/watch?v=RNb_bR1yaaU\nhttps://www.youtube.com/@XCVmind\nhttps://www.youtube.com/@XCVmind/videos\nhttps://www.youtube.com/watch?v=qntgZzuPCOI\nhttps://rutube.ru/video/eb6ce886d72e96d0e4cb21f7f40c3613/\nhttps://pikabu.ru/story/anomaliya_1_sezon_2_seriya_pobeg_13965182
35,ru,AI Движение (https://www.youtube.com/@AIvideo123-k6t),не найдено,3-серия⭐. Кошки ставшие рабами леопардда 3🐆🐈‍⬛🐈‍⬛,https://www.youtube.com/watch?v=SnHA8Q6WBmU,не найдено,,43,74,Shorts,"явно серийный вертикальный эпизод — в заголовке указана «3-серия», в финале заявлена «4-серия», используются повторяющиеся персонажи (Леопард, мышь, Кот-король, тигр и котята)",да,,,6,"в первые секунды появляется титр «3-серия⭐. Кошки ставшие рабами леопардда 3», затем показан тигр в доспехах на золотом троне, окружённый котятами","мышь говорит о необходимости наполнить казну до прихода сурового главаря, а Леопард сообщает Коту-королю, что в лесу нарушилось равновесие и ему нужна помощь",не найдено — явного неожиданного поворота в коротком фрагменте не подтверждено,"тигр падает с трона, на него запрыгивают чёрные котята; затем появляется титр «4-серия выйдет После 30 лайков»",https://www.youtube.com/shorts/l43i_y43d08,"среднее — заголовок, канал, подписчики, формат, серийность, соседние эпизоды и длительность подтверждены открытой страницей канала, oEmbed и анализом доступного видео, но точная дата и точные просмотры публично не извлеклись; страница ролика также показывала «Video unavailable».",https://www.youtube.com/watch?v=SnHA8Q6WBmU\nhttps://www.youtube.com/shorts/SnHA8Q6WBmU\nhttps://www.youtube.com/@AIvideo123-k6t\nhttps://www.youtube.com/shorts/f_PRmFegQC8\nhttps://www.youtube.com/shorts/l43i_y43d08\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=SnHA8Q6WBmU&format=json
36,ru,"Супер Марк (@СуперМарк-ж2э), URL канала: https://www.youtube.com/@СуперМарк-%D0%B62%D1%8D",https://www.youtube.com/@СуперМарк-%D0%B62%D1%8D,😈 ЧТО-ТО СТУЧИТ В ВАШУ ДВЕРЬ! ВЕРИТИ МАЙНКРАФТ 1 СЕРИЯ ОН ЖИВОЙ 😵‍💫 РЕАКЦИЯ МОД АНИМАЦИЯ VERITY · @OfficialZelel,https://www.youtube.com/shorts/ECYFwqJp050,2026-08-03,,364,,Shorts,в заголовке явно указано «1 серия»; повторяемая вселенная/персонаж Verity и формат Minecraft reaction/mod animation,да,,,5,"по заголовку заявлена тревожная ситуация — «что-то стучит в вашу дверь»; фактическое начало первых 1–3 секунд не подтверждено, так как YouTube показывает Video unavailable",заявленная угроза/нечто неизвестное за дверью и реакция на хоррор-мод Verity; фактическая сценическая подача не подтверждена,не найдено,не найдено,https://rutube.ru/video/81d3e620b0bfd7ebeb4f7e830fe31266/,"среднее — заголовок, канал, дата и число подписчиков подтверждены страницами YouTube, а серийность и соседний эпизод поддержаны открытым поиском, но просмотры, длительность и фактический сюжет недоступны из-за статуса Video unavailable.",https://www.youtube.com/shorts/ECYFwqJp050\nhttps://m.youtube.com/shorts/ECYFwqJp050\nhttps://www.youtube.com/@СуперМарк-%D0%B62%D1%8D/shorts\nhttps://rutube.ru/video/81d3e620b0bfd7ebeb4f7e830fe31266/\nhttps://rutube.ru/video/ebc543fdc5d180bb8a5483dd54cf48dc/
37,ru,Тайна Исцеления (URL: https://www.youtube.com/@ТайнаИсцеления),не найдено,Бесплодный богач и девушка — встреча через годы | часть 1 | #драма #любовь #история #жизнь #судьба,https://www.youtube.com/shorts/fXMKLXoy2Og,не найдено,,12800,160,Shorts,"да — в заголовке указано «часть 1», а в финальном кадре ролика присутствует надпись «часть 1»; повторяющиеся персонажи: богач и девушка Алина",да,,,5,"мужчина-богач в офисе/на фоне ночного мегаполиса, закадровый текст и субтитр сообщают, что бесплодный богач провёл ночь с невинной девушкой, а спустя четыре года она вернулась с его ребёнком","богач считает себя бесплодным и из-за диагноза живёт в одиночестве, не веря в возможность стать отцом","спустя четыре года Алина приходит с маленьким мальчиком и заявляет, что это её сын, при этом мужчина замечает в ребёнке свои черты","мужчина осознаёт, что стал отцом, спрашивает имя мальчика — Артём; ролик заканчивается указанием «часть 1»",не найдено,"среднее — заголовок, канал, подписчики, длительность, язык, сюжет и серийность подтверждены прямой страницей/анализом ролика, но YouTube не показал просмотры и дату, а отдельный соседний эпизод по открытому поиску не подтверждён.",https://www.youtube.com/shorts/fXMKLXoy2Og\nhttps://www.youtube.com/@ТайнаИсцеления\nhttps://www.youtube.com/watch?v=-zoejHhoj3A\nhttps://www.youtube.com/watch?v=zjgMSXDUP7U\nhttps://www.youtube.com/watch?v=rAdrpudcJxo
38,ru,"СЕРИАЛЫ ДЛЯ ДУШИ (@MoviesforSoul), URL канала: https://www.youtube.com/@MoviesforSoul",https://www.youtube.com/@MoviesforSoul,Она Решила Помочь Несчастной Женщине #сериал #шортс #фильмы #топ #кино,https://www.youtube.com/shorts/kSD2nUhsaRk,2025-05-04,,818000,,Shorts,"да — в заголовке есть #сериал и #шортс, ролик связан со страницей/ссылкой «ЭТА МЕЛОДРАМА ПОНРАВИЛАСЬ ВСЕМ! РАЗВЕ МОЖНО МЕЧТАТЬ О БОЛЬШЕМ. Все Серии», а индексированный фрагмент описания вводит героиню Ксению и её историю; соседний ролик с тем же заголовком и синопсисом: https://www.youtube.com/shorts/84KuLTfKAL4",да,,,5,"не найдено — ролик на странице YouTube недоступен для воспроизведения, первые 1–3 секунды публично не подтверждены","подтверждён только общий завязочный конфликт из индексированного фрагмента: медсестра Ксения мечтает о жизни с любимым человеком, но болезнь матери вынуждает отложить переезд за границу; точная экранная подача не найдена",не найдено,не найдено,https://www.youtube.com/shorts/84KuLTfKAL4,"среднее — заголовок, канал, URL канала, дату, подписчиков, формат Shorts и серийный контекст подтверждены открытыми страницами/индексом, но просмотры, длительность и детали сцен недоступны, поскольку ролик помечен YouTube как Video unavailable.",https://www.youtube.com/shorts/kSD2nUhsaRk\nhttps://www.youtube.com/@MoviesforSoul/shorts\nhttps://www.youtube.com/shorts/84KuLTfKAL4
39,ru,ИИ Сериалы (AI Series) (@Al-sEriesSS),не найдено,5 Серия Хроники потерянной секунды #фильм #мультик #disney,https://www.youtube.com/watch?v=DJQo232WeVY,не найдено,,17,,Shorts,5-я серия повторяемой мини-драмы «Хроники потерянной секунды»; на странице канала публично видны соседние серии 1–7,да,,,5,не найдено — ролик на момент проверки недоступен для воспроизведения,не найдено — ролик на момент проверки недоступен для воспроизведения,не найдено — ролик на момент проверки недоступен для воспроизведения,не найдено — ролик на момент проверки недоступен для воспроизведения,https://www.youtube.com/shorts/2ns_cHhwIdc,"среднее — заголовок, канал, тип Shorts, число подписчиков и серийность подтверждены открытыми страницами YouTube, но ролик недоступен для воспроизведения, поэтому дата, точные просмотры, длительность и сюжетные детали не найдены.",https://www.youtube.com/watch?v=DJQo232WeVY\nhttps://www.youtube.com/shorts/DJQo232WeVY\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=DJQo232WeVY&format=json\nhttps://www.youtube.com/@Al-sEriesSS/shorts\nhttps://www.youtube.com/shorts/2ns_cHhwIdc
40,ru,ТВ3 - сериалы и шоу (URL канала: https://www.youtube.com/@tv3_international),https://www.youtube.com/@tv3_international),ГОРОДСКИЕ ЛЕГЕНДЫ: 1 сезон | 31 серия @tv3_international,https://www.youtube.com/watch?v=hocHR87KGjQ,2025-08-21,,200000,2721,другое,"серийный документально-мистический цикл «Городские легенды», 1 сезон, 31 серия",да,,,4,не найдено,не найдено,не найдено,не найдено,https://www.youtube.com/watch?v=V5sDeQ4vbTU,"среднее — заголовок, канал, язык, дата, длительность, серийность и соседний эпизод подтверждены открытыми страницами, но YouTube показал округлённые просмотры, а первые секунды, поворот и финал не удалось надёжно извлечь из публичной страницы.",https://www.youtube.com/watch?v=hocHR87KGjQ\nhttps://www.youtube.com/@tv3_international\nhttps://www.youtube.com/playlist?list=PLvgQgKz_pna3FHVOLYGujxnyn-1CVpx6G\nhttps://tv3.ru/video/tushino-v-poiskah-zakoldovannyh-sokrovisch
41,ru,"BATEK_OFFICIAL (@batek_official9120), URL канала: https://www.youtube.com/@batek_official9120/shorts",https://www.youtube.com/@batek_official9120/shorts,БАТЯ И ЗАНАЧКА😂 #shorts,https://www.youtube.com/shorts/789tS0TT1BY,не найдено,,8850000,,Shorts,повторяющийся формат «БАТЯ/ТВОЙ БАТЯ» с повторяющимся персонажем и множеством тематически сходных Shorts на канале,да,,,2,не найдено,не найдено,не найдено,не найдено,https://www.youtube.com/shorts/XgKOwXY5FPE,"среднее — заголовок, канал, URL канала, публичное число подписчиков, тип Shorts и повторяемый формат подтверждены YouTube, но сам ролик на срез проверки недоступен, поэтому дата, просмотры, длительность и сюжетные поля не подтверждены.",https://www.youtube.com/shorts/789tS0TT1BY\nhttps://www.youtube.com/@batek_official9120/shorts\nhttps://www.youtube.com/shorts/XgKOwXY5FPE\nhttps://www.youtube.com/shorts/wQCeLuaOXtA\nhttps://www.youtube.com/shorts/3TlENdDmSO8
42,ru,"Снежана Мясникова (@snezhick), URL канала: https://www.youtube.com/@snezhick",https://www.youtube.com/@snezhick,ТИПИЧНАЯ ПЕРЕМЕНА🤣 #приколы #жиза #школа #перемена #рек #скетч #шортс,https://www.youtube.com/shorts/X44d8O_oN-0,2024-10-13,,,19,Shorts,"повторяемый школьный юмористический скетч-формат «Типичная перемена» с несколькими персонажами; ролик не имеет номера серии, но на канале есть другие повторяемые школьные скетчи и сериал «Лагерь»",да,,,6,"в школьном коридоре миниатюрная девушка с ярко-розовыми волосами кричит двум очень высоким девушкам «Отвали!», на что они отвечают «Сама отвали!»","серия абсурдных мини-сценок о школьной перемене — перепалка персонажей, затем спор о том, кто водит в игре, и комическая ситуация с просьбой принести туалетную бумагу","резкая смена сцены на туалет, где героиня говорит «Из меня сейчас подлодка выйдет», после чего появляется персонаж, приклеенный к потолку","приклеенный к потолку персонаж отвечает, что помог бы, но его приклеили к потолку",https://www.youtube.com/shorts/1egfA52HfEs,"среднее — заголовок, канал, дата из открытой выдачи, тип и сюжет подтверждены прямой страницей/анализом видеоряда, но точные просмотры и подписчики публично отображались только округлённо либо были недоступны.",https://www.youtube.com/shorts/X44d8O_oN-0\nhttps://www.youtube.com/@snezhick\nhttps://www.youtube.com/results?search_query=%22%D0%A2%D0%98%D0%9F%D0%98%D0%A7%D0%9D%D0%90%D0%AF+%D0%9F%D0%95%D0%A0%D0%95%D0%9C%D0%95%D0%9D%D0%90%22+%40snezhick\nhttps://www.youtube.com/shorts/1egfA52HfEs
43,ru,XCVmind (URL канала: https://www.youtube.com/@XCVmind),https://www.youtube.com/@XCVmind),"ANOMALY | Season 1, Episode 5: Survival",https://www.youtube.com/watch?v=IYXBvyRWaSU,2026-07-21,,,224,вертикальный эпизод,"5-й эпизод 1-го сезона сериала ANOMALY; повторяющиеся персонажи — Алиса/главная героиня, рыжий кот Васька и рыжая собака Тузик",да,,,6,"девушка со светлыми короткими волосами входит с улицы в гараж с открытыми деревянными воротами, где стоит старый белый автомобиль","героиня выживает одна в постапокалиптической заброшенной деревне, добывает ресурсы и пытается включить кассетный плеер, чтобы получить информацию","найденные батарейки не подходят к плееру, поэтому героиня решает ехать в город","после нескольких попыток автомобиль заводится, героиня выезжает из гаража по грязной дороге, затем идут титры о спонсорах серии",https://www.youtube.com/watch?v=CqaFsV4wSy4,"среднее — заголовок, канал, длительность, серийность, соседний эпизод и сюжет проверены по открытым страницам YouTube и анализу самого ролика, но точные текущие просмотры и число подписчиков в доступном публичном интерфейсе показаны только округлённо или не извлечены.",https://www.youtube.com/watch?v=IYXBvyRWaSU\nhttps://www.youtube.com/@XCVmind/videos\nhttps://www.youtube.com/@XCVmind
44,ru,Яндекс Go,не найдено,Мини-сериал Алиса | S1E5 | Это ограбление!,https://www.youtube.com/watch?v=QYKNFFRTYM4,2020-04-16,,,1044,другое,"да — 5-й эпизод 5-серийного мини-сериала «Алиса», повторяющиеся центральные персонажи/голосовой помощник Алиса",да,,,6,"чёрный экран с красной маркировкой «12+», затем логотипы Яндекс Такси, MEDIALAB, screenlife и BAZELEVS","трое пассажиров такси в масках животных готовят ограбление банка, а голосовой помощник Алиса пытается остановить их, предупреждая об ответственности, угрожая вызвать полицию, блокируя двери и перехватывая управление автомобилём","выясняется, что ограбление и поездка были симуляцией в павильоне с хромакеем, а водитель и грабители — актёры-тестировщики","тестировщики обсуждают реакцию Алисы, команда разработчиков объявляет тест её человечности и стрессоустойчивости успешным, после чего идут титры",https://www.youtube.com/watch?v=RHha8JchjQ4,"среднее — заголовок, дата, канал, длительность и серийность подтверждены открытыми страницами, но точные текущие просмотры и подписчики публично доступны только в округлённом виде, поэтому отмечены как не найдено.",https://www.youtube.com/watch?v=QYKNFFRTYM4\nhttps://www.youtube.com/playlist?list=PLlxU5Jubs4PUWN8jiTK-WxRMRwpV7nNjc\nhttps://www.youtube.com/@yandextaxi\nhttps://daily.afisha.ru/cinema/15356-chernoe-zerkalo-uzhe-u-vas-na-usah-5-vypuskov-veb-seriala-alisa-pro-taksi-i-robota/\nhttps://www.kinorium.com/2346525/
45,ru,Jokes of the 13th school (ПРИКОЛЫ 13й ШКОЛЫ),не найдено,"🤡 ПОЗОР ПИСАТЕЛЯ В ШКОЛЕ. 302я серия \""Приколы 13й школы\""",https://www.youtube.com/watch?v=j8GREAGOlIg,2026-08-10,,,224,другое,"да — 302-я серия многосерийного юмористического формата «Приколы 13-й школы», с повторяющейся заставкой/ведущим Евгением Крыжановским и повторяющимися школьными персонажами",да,,,6,"на тёмном фоне со звёздами и киноплёнкой появляется мужчина в костюме и красном галстуке, затем заставка «Киноцентр Евгения Крыжановского представляет»","директор приводит в школьный литературный кружок настоящего писателя, а ученики по очереди хвастаются объёмом своих произведений","мальчик заявляет, что написал роман на 283 страницы, но объясняет, что в середине книги лишь непрерывно читает звукоподражание скачущей лошади «Тыг-дык, тыг-дык…»","ошарашенный писатель передаёт букет учителю, прощается с директором и уходит, директор следует за ним, а дети смеются",https://www.youtube.com/watch?v=E691Clj3uF0,"среднее — заголовок, канал, дата, длительность, серийность, соседний эпизод и сюжет подтверждены открытой страницей/индексацией и просмотром видеоряда, но текущие просмотры и подписчики публично надёжно не извлечены из-за блокировки страницы YouTube.",https://www.youtube.com/watch?v=j8GREAGOlIg\nhttps://www.youtube.com/channel/UCrhfAcq-nNm_fUom6XU9heg\nhttps://www.youtube.com/channel/UCrhfAcq-nNm_fUom6XU9heg/about\nhttps://www.youtube.com/watch?v=E691Clj3uF0
46,ru,Утопия мини-дорам,не найдено,"Они провели ночь вместе, а он оказался её боссом! Три встречи — и они срочно женятся, он её балует",https://www.youtube.com/watch?v=yg2obYRpJlk,2026-02-10,,,7698,другое,"полнометражная сборка китайской вертикальной мини-драмы, опубликованная в формате «все серии сразу»; повторяемый формат канала подтверждён, но номер отдельной серии/части и повторяющиеся имена персонажей не найдены",да,,,6,"по заголовку — героиня и мужчина проводят ночь вместе, затем выясняется, что он её начальник","романтическая связь между героиней и её боссом, осложнённая неожиданным раскрытием его статуса и быстрым брачным решением","мужчина, с которым героиня провела ночь, оказывается её боссом","по публичному заголовку/описанию заявлено, что они срочно женятся и он её балует; фактическая финальная сцена не подтверждена из-за недоступности видеопотока",https://www.youtube.com/playlist?list=PL4QNYj08YXk9N9yibljSZNrpkNjFEcwr9,"среднее — заголовок, канал, URL канала, дату, длительность и серийный формат удалось подтвердить открытыми страницами и oEmbed, но YouTube блокировал прямой просмотр, поэтому точные текущие просмотры/подписчики и фактические первые секунды и финальная сцена не подтверждены.",https://www.youtube.com/watch?v=yg2obYRpJlk\nhttps://www.youtube.com/channel/UCpGbvKIsESimEyk9Oydm7IA\nhttps://www.youtube.com/@%E7%9F%AD%E5%89%A7%E7%83%8F%E6%89%98%E9%82%A6Shorttopia/featured\nhttps://www.youtube.com/playlist?list=PL4QNYj08YXk9N9yibljSZNrpkNjFEcwr9\nhttps://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=yg2obYRpJlk&format=json
47,ru,"MiraNet / Persik (@PersikMiranet), URL канала: https://www.youtube.com/@PersikMiranet",https://www.youtube.com/@PersikMiranet,Ловушка | Сюжет | анимация | 13 серия #майнкрафт #майнкрафтанимация #пес #бискас,https://www.youtube.com/shorts/F5iqcoEgfk8,не найдено,,,,Shorts,"да — явно обозначена 13 серия, повторяющиеся персонажи и сюжетная линия; страница ролика также показывает связанный эпизод «РИКИСЯ сюжет 12 серия»",да,,,5,"в первые секунды герой в Minecraft говорит «Ну и где я?», оглядывается и проваливается в глубокую яму","герой оказывается в ловушке, враг в чёрно-красном облике угрожает ему, затем опасность распространяется на подошедшего персонажа Луи",во время нападения появляется светло-зелёный персонаж с алмазным топором и спасает героев,"герои начинают побег, говорят, что нужно найти Снежка, и ролик обрывается на клиффхэнгере",https://www.youtube.com/shorts/dtrrHt5nSmA,"среднее — заголовок, канал, язык, формат, серийность, соседние эпизоды и сюжет подтверждены прямой страницей, страницей канала, поисковой выдачей и анализом доступного видеоряда, но ролик на прямой странице помечен как недоступный, поэтому дата, точные просмотры, точное число подписчиков и длительность не подтверждены.",https://www.youtube.com/shorts/F5iqcoEgfk8\nhttps://www.youtube.com/@PersikMiranet/shorts\nhttps://www.youtube.com/shorts/dtrrHt5nSmA\nhttps://www.youtube.com/shorts/poWJNIBhuZc
48,ru,"BATEK_OFFICIAL (@batek_official9120), URL канала: https://www.youtube.com/@batek_official9120",https://www.youtube.com/@batek_official9120,ОДИН ДЕНЬ ИЗ ДЕТСТВА♥️ #shorts,https://www.youtube.com/shorts/I2Cgf7iNLrw,2024-08-27,,,,Shorts,"повторяемый формат ностальгических комедийных скетчей «Один день из детства» с повторяющимися персонажами — сын-школьник, отец и мать; прямой номер части или обозначение «продолжение» не найдено",да,,,5,"на экране появляется текст «ОДИН ДЕНЬ ИЗ ТВОЕГО ДЕТСТВА 1 СЕНТЯБРЯ», молодой человек сообщает, что уже послезавтра ему в школу","семья в панике собирает ребёнка к 1 сентября — гладит рубашку, ищет школьные принадлежности и рюкзак, подписывает тетрадь",мать срочно срезает садовые цветы и собирает обязательный букет учителю,"сын с букетом и мать позируют на улице, пока отец снимает их на ретро-VHS-камеру",https://www.youtube.com/shorts/WMITnVtjXSY,"среднее — заголовок, канал, дата и сюжет подтверждены прямой страницей/открытым анализом, но YouTube показывает метрики округлённо (731K и 8.85M), а ролик отмечен как недоступный, поэтому точные просмотры, подписчики и длительность не подтверждены.",https://www.youtube.com/shorts/I2Cgf7iNLrw\nhttps://www.youtube.com/@batek_official9120\nhttps://www.youtube.com/shorts/WMITnVtjXSY\nhttps://m.vk.com/wall-220500336_28572
